"Kilos"
2,00132607957615
2,00071859017299
2,01255565689784
1,9860647260719
1,99287012244628
1,99390239105986
2,00582322493525
1,99848421051694
1,99984727784513
1,9974557546477
2,01475446343683
1,99772277111643
1,99878477039743
1,97609857130925
1,99701343362110
2,00328219906099
1,98820126582144
1,99550258731242
2,00127806039775
1,99443783642856
1,99449716981758
1,99274600762598
1,98586635170081
1,98973917489237
2,00024290625802
1,99961188714228
1,98693208812592
1,99146065330626
1,98539529704642
2,00194530078594
2,00587616596111
2,00291462316798
1,99430529499780
1,99567603882550
2,00050016601149
2,0121089682043
2,00070708135443
1,99124260286206
1,98402453771980
1,99459280651009
2,00143099174675
1,99325824963457
1,99869067881477
2,00852343533823
2,02359158513242
