"datos_d"
"1"	4
"2"	3
"3"	3
"4"	4
"5"	6
"6"	5
"7"	3
"8"	7
"9"	6
"10"	5
"11"	8
"12"	2
"13"	3
"14"	0
"15"	5
"16"	1
"17"	4
"18"	1
"19"	6
"20"	5
"21"	6
"22"	5
"23"	3
"24"	6
"25"	2
"26"	5
"27"	5
"28"	5
"29"	3
"30"	1
"31"	3
"32"	6
"33"	3
"34"	2
"35"	5
"36"	2
"37"	4
"38"	1
"39"	1
"40"	1
"41"	1
"42"	0
"43"	4
"44"	1
"45"	5
"46"	3
"47"	4
"48"	6
"49"	4
"50"	0
"51"	2
"52"	3
"53"	2
"54"	2
"55"	2
"56"	2
"57"	3
"58"	4
"59"	4
"60"	4
"61"	5
"62"	3
"63"	2
"64"	2
"65"	2
"66"	3
"67"	5
"68"	2
"69"	4
"70"	3
"71"	5
"72"	5
"73"	4
"74"	5
"75"	3
"76"	6
"77"	1
"78"	2
"79"	6
"80"	5
"81"	2
"82"	6
"83"	5
"84"	3
"85"	2
"86"	3
"87"	2
"88"	4
"89"	3
"90"	3
"91"	6
"92"	3
"93"	0
"94"	8
"95"	3
"96"	4
"97"	2
"98"	4
"99"	7
"100"	5
"101"	3
"102"	4
"103"	2
"104"	4
"105"	1
"106"	2
"107"	6
"108"	2
"109"	4
"110"	3
"111"	2
"112"	7
"113"	6
"114"	4
"115"	2
"116"	5
"117"	2
"118"	1
"119"	1
"120"	4
"121"	5
"122"	3
"123"	4
"124"	3
"125"	5
"126"	2
"127"	4
"128"	3
"129"	3
"130"	4
"131"	2
"132"	3
"133"	2
"134"	7
"135"	3
"136"	6
"137"	5
"138"	2
"139"	1
"140"	8
"141"	4
"142"	5
"143"	2
"144"	4
"145"	2
"146"	3
"147"	2
"148"	2
"149"	5
"150"	3
"151"	3
"152"	2
"153"	3
"154"	3
"155"	3
"156"	5
"157"	3
"158"	2
"159"	6
"160"	3
"161"	6
"162"	1
"163"	2
"164"	0
"165"	4
"166"	9
"167"	3
"168"	6
"169"	3
"170"	4
"171"	2
"172"	5
"173"	5
"174"	7
"175"	4
"176"	4
"177"	3
"178"	5
"179"	0
"180"	1
"181"	6
"182"	4
"183"	3
"184"	8
"185"	3
"186"	3
"187"	3
"188"	6
"189"	5
"190"	4
"191"	2
"192"	1
"193"	2
"194"	4
"195"	3
"196"	5
"197"	2
"198"	2
"199"	6
"200"	4
"201"	2
"202"	1
"203"	5
"204"	2
"205"	6
"206"	2
"207"	3
"208"	5
"209"	1
"210"	4
"211"	1
"212"	4
"213"	4
"214"	3
"215"	3
"216"	2
"217"	1
"218"	1
"219"	0
"220"	2
"221"	2
"222"	2
"223"	3
"224"	2
"225"	1
"226"	1
"227"	5
"228"	7
"229"	5
"230"	4
"231"	3
"232"	4
"233"	3
"234"	5
"235"	6
"236"	4
"237"	0
"238"	2
"239"	4
"240"	3
"241"	4
"242"	1
"243"	6
"244"	5
"245"	2
"246"	3
"247"	2
"248"	3
"249"	4
"250"	1
"251"	2
"252"	7
"253"	2
"254"	4
"255"	2
"256"	3
"257"	5
"258"	6
"259"	1
"260"	2
"261"	4
"262"	6
"263"	1
"264"	4
"265"	1
"266"	3
"267"	1
"268"	0
"269"	2
"270"	3
"271"	2
"272"	2
"273"	0
"274"	4
"275"	3
"276"	4
"277"	6
"278"	5
