"Alturas"
"1",187.06
"2",174.97
"3",191.87
"4",174.13
"5",185.93
"6",160.09
"7",175.24
"8",187.29
"9",168.24
"10",169.94
"11",178.57
"12",150.82
"13",161.02
"14",148.25
"15",175.82
"16",175.73
"17",157.78
"18",167.58
"19",168.46
"20",181
"21",202.43
"22",179.89
"23",186.37
"24",167.41
"25",152.73
"26",200.69
"27",194.47
"28",164.49
"29",155.9
"30",168.94
"31",170.34
"32",201.09
"33",170.99
"34",156.97
"35",151.36
"36",155.95
"37",173.16
"38",193.13
"39",148.98
"40",165.09
"41",181.46
"42",185.52
"43",173.77
"44",180.31
"45",184.01
"46",133.89
"47",173.44
"48",155.33
"49",174.09
"50",162.51
"51",177.17
"52",145.55
"53",192.82
"54",184.16
"55",139.57
"56",187.57
"57",151.2
"58",175.26
"59",156.48
"60",159.54
"61",157.23
"62",164.74
"63",167.65
"64",165.46
"65",179.88
"66",181.07
"67",172.16
"68",170.82
"69",166.17
"70",185.13
"71",190.3
"72",180.15
"73",160.99
"74",165.59
"75",193.3
"76",151.75
"77",158.27
"78",160.95
"79",190.49
"80",168.42
"81",172.58
"82",166.32
"83",177.76
"84",176.3
"85",158.64
"86",177.92
"87",160.29
"88",186.16
"89",178.12
"90",172.08
"91",143.46
"92",154.26
"93",149.65
"94",199.09
"95",155.03
"96",192.18
"97",194.16
"98",170.3
"99",133.12
"100",206.71
"101",137.28
"102",179.82
"103",161.92
"104",191.31
"105",192.74
"106",167.12
"107",190.2
"108",195.63
"109",180.67
"110",190.8
"111",146.59
"112",156.45
"113",167.55
"114",176.03
"115",202.52
"116",150.77
"117",182.68
"118",152.3
"119",196.07
"120",152.74
"121",181.75
"122",195.39
"123",129.94
"124",214.28
"125",175.09
"126",169.92
"127",193.12
"128",187.37
"129",170.95
"130",159.4
"131",141.96
"132",172.12
"133",178.54
"134",184.94
"135",193.7
"136",159.93
"137",156.08
"138",190.46
"139",168.91
"140",162.46
"141",199.95
"142",154.85
"143",186.49
"144",180.32
"145",161.01
"146",181.19
"147",181.77
"148",173.65
"149",182.21
"150",191.27
"151",195.03
"152",178.85
"153",144.44
"154",197.98
"155",189.39
"156",174.09
"157",166.27
"158",188.99
"159",191.86
"160",154.11
"161",159.8
"162",190.19
"163",191.4
"164",199.87
"165",168.39
"166",171.07
"167",177.61
"168",193.59
"169",210.79
"170",209.03
"171",144.25
"172",177.06
"173",167.91
"174",164.49
"175",183.78
"176",153.72
"177",155.99
"178",192.45
"179",161.05
"180",195.41
"181",150.9
"182",183.58
"183",167.41
"184",151.22
"185",169.69
"186",169.71
"187",177.9
"188",184.02
"189",190.3
"190",165.4
"191",173.06
"192",179.68
"193",173.52
"194",154.1
"195",164.05
"196",172.94
"197",162.91
"198",170.04
"199",176.65
"200",162.08
"201",129.64
"202",188.54
"203",187.67
"204",181.59
"205",173.95
"206",178.44
"207",142.78
"208",186.88
"209",156.01
"210",195.75
"211",157.06
"212",183.05
"213",183.59
"214",199
"215",171.33
"216",158.18
"217",165.04
"218",199.57
"219",177.65
"220",211.24
"221",159.62
"222",163.82
"223",180.98
"224",185.68
"225",158.73
"226",146.35
"227",179.68
"228",170.29
"229",156.98
"230",183.86
"231",138.79
"232",176.63
"233",205.06
"234",158.14
"235",175.6
"236",200.22
"237",167.8
"238",178.69
"239",170.04
"240",155.06
"241",182.27
"242",167.28
"243",197.8
"244",170.68
"245",170.38
"246",163.34
"247",148.38
"248",176.47
"249",194.29
"250",175.57
"251",139.91
"252",144.91
"253",182.22
"254",181.54
"255",135.33
"256",144.83
"257",196.22
"258",174.47
"259",214.61
"260",162.69
"261",185.02
"262",160.94
"263",181.57
"264",177.28
"265",213.15
"266",184.85
"267",183.34
"268",159.17
"269",153.33
"270",165.23
"271",168.94
"272",201.48
"273",180.52
"274",146.09
"275",161.47
"276",164.99
"277",191.14
"278",210.17
"279",173.93
"280",168.38
"281",140.07
"282",140.58
"283",219.14
"284",205.7
"285",204.09
"286",192.82
"287",167.45
"288",180.79
"289",172.97
"290",161.06
"291",191.68
"292",149.73
"293",189.3
"294",165.14
"295",211.96
"296",200.01
"297",173.02
"298",189.97
"299",197.79
"300",144.09
"301",196.89
"302",185.99
"303",204.03
"304",158.14
"305",150.09
"306",184.58
"307",154.37
"308",162.38
"309",155.09
"310",158.9
"311",161
"312",145.07
"313",155.4
"314",189.99
"315",150.01
"316",140.5
"317",214.58
"318",164.33
"319",156.85
"320",161.53
"321",156.12
"322",165.97
"323",135.5
"324",193.22
"325",171.86
"326",177.07
"327",138.25
"328",182.46
"329",191.61
"330",167.91
"331",148.66
"332",133.15
"333",135.76
"334",171.61
"335",199.34
"336",146.64
"337",178.82
"338",178.75
"339",177.25
"340",157.13
"341",164.4
"342",186.68
"343",181.96
"344",151.98
"345",169.01
"346",165.65
"347",177.37
"348",187.19
"349",193.23
"350",158.32
"351",164.82
"352",187.16
"353",175.12
"354",148.23
"355",207.09
"356",168.85
"357",164.2
"358",146.14
"359",163.1
"360",170.85
"361",153.66
"362",157.75
"363",178.72
"364",159.83
"365",147.81
"366",140.5
"367",193.49
"368",183.82
"369",176.18
"370",124.15
"371",164.78
"372",164.31
"373",193.01
"374",149.62
"375",170.1
"376",166.51
"377",136.47
"378",209.56
"379",185.78
"380",177.65
"381",209.4
"382",179.84
"383",170.7
"384",160.36
"385",163.57
"386",169.93
"387",212.13
"388",185.12
"389",146.37
"390",195.4
"391",158.67
"392",153.08
"393",225.53
"394",172.09
"395",181.17
"396",167.8
"397",191.88
"398",176.73
"399",170.07
"400",191.11
"401",142.82
"402",195.84
"403",161.65
"404",161.66
"405",154.49
"406",162.54
"407",113.17
"408",174.31
"409",193.24
"410",185.51
"411",166.82
"412",178.87
"413",189.26
"414",150.53
"415",187.08
"416",156.47
"417",173.07
"418",176.21
"419",190.48
"420",178.46
"421",140.87
"422",143.42
"423",148.5
"424",167.73
"425",174.9
"426",183.62
"427",162.86
"428",184.52
"429",182.62
"430",180.48
"431",177.98
"432",152.14
"433",169.98
"434",171.39
"435",184.37
"436",170.76
"437",168.03
"438",152.38
"439",175.53
"440",178.08
"441",158.35
"442",154.41
"443",170.93
"444",205.51
"445",193.16
"446",199.78
"447",180.34
"448",183.01
"449",167.81
"450",163.37
"451",169.84
"452",181.16
"453",166.99
"454",149.55
"455",158.88
"456",181.66
"457",192.51
"458",181.5
"459",130.03
"460",156.58
"461",179.76
"462",183.32
"463",149.69
"464",185.21
"465",162.95
"466",196.03
"467",167.07
"468",197.04
"469",172.3
"470",174.74
"471",183.22
"472",210.94
"473",197.04
"474",163.28
"475",165.48
"476",206.13
"477",183.42
"478",171.94
"479",153.76
"480",154.56
"481",186.07
"482",171.03
"483",159.75
"484",127.16
"485",158.11
"486",238.59
"487",179.25
"488",155.45
"489",168.51
"490",202.88
"491",171.05
"492",199.28
"493",199.7
"494",199.37
"495",159.28
"496",175.19
"497",163.76
"498",171.1
"499",188.65
"500",184.06
"501",175.59
"502",147.5
"503",196.05
"504",166.64
"505",214.3
"506",151.03
"507",198.31
"508",183.97
"509",163.32
"510",180.04
"511",158.6
"512",169.27
"513",162.8
"514",174.46
"515",174.32
"516",137.55
"517",187.87
"518",186.64
"519",178.87
"520",194.69
"521",194.86
"522",166.7
"523",204.29
"524",162.46
"525",174.71
"526",165.28
"527",204.35
"528",170.07
"529",177.22
"530",209.09
"531",183.57
"532",170.72
"533",166.75
"534",182.62
"535",180.73
"536",213.95
"537",187.79
"538",159.14
"539",175.11
"540",177.79
"541",188.35
"542",165.99
"543",155.58
"544",197.75
"545",196.35
"546",171.63
"547",162.03
"548",165.85
"549",159.49
"550",169.06
"551",171.22
"552",181.81
"553",168.74
"554",184.24
"555",177.5
"556",149
"557",187.44
"558",199.03
"559",170.21
"560",179.31
"561",183.23
"562",160.61
"563",184.06
"564",167.26
"565",205.72
"566",154.22
"567",164.77
"568",168.5
"569",156.89
"570",182.6
"571",178.62
"572",164.27
"573",132.72
"574",145.58
"575",182.33
"576",152.13
"577",177.6
"578",192.26
"579",156.36
"580",199.97
"581",155.71
"582",178.55
"583",157.73
"584",182.56
"585",207.34
"586",157.52
"587",189.7
"588",162.44
"589",162.39
"590",172.53
"591",194.64
"592",167.86
"593",176.05
"594",170.33
"595",194.26
"596",141.37
"597",154.65
"598",172.91
"599",169.68
"600",154.47
"601",174.11
"602",162.56
"603",144.32
"604",132.01
"605",186.44
"606",203.48
"607",182.64
"608",171.6
"609",182.26
"610",200.28
"611",164.91
"612",148.14
"613",167.11
"614",155.72
"615",182.42
"616",182.3
"617",169.85
"618",186.87
"619",169.68
"620",140.33
"621",198.7
"622",174.79
"623",194.88
"624",183.7
"625",193.26
"626",176.72
"627",155.06
"628",156.13
"629",191.1
"630",160.52
"631",169.75
"632",159.75
"633",157.77
"634",139.07
"635",172.77
