"Vieja.maquina"	"Nueva.maquina"
0,999030241683532	0,998656086469592
1,00133411888648	1,00191274625381
0,999322025254564	0,999366156181256
1,00104230082379	1,0008617710201
1,00193281881071	1,00107106503065
1,00067755782231	1,00030553851366
0,998902396879063	0,999192540820469
1,00012669482675	0,999443003472298
1,00058915491417	1,00044304382643
0,999742515932898	0,998062625863097
0,998958170704053	1,00040044837390
0,999785433157202	0,99932472330387
1,00029958338440	0,999728418424381
1,00219948250861	0,99905502381101
0,99893794279511	0,999803198006842
0,998937636700108	1,00106604572031
0,998769640352667	1,00180446481703
1,00002106445726	1,00081550697908
0,998658054513512	0,999671625632284
1,00102847567101	1,00014826960491
1,00011823329652	0,998419908240082
0,99961033686884	0,999876562933907
0,999214548311439	1,00048978788944
1,00127196019390	1,00043335232230
1,00032664770940	1,00068334571654
0,999074888956155	1,00175340841947
0,999004337504494	0,999551556227831
1,00000804993495	1,00032927735688
1,00129734410287	0,997708863212052
0,99997697239852	0,999754515766496
0,999657595490687	1,00057120850084
0,99980025972221	1,00066733422438
1,00062260463916	0,99898930710223
1,00172236928858	0,999939824858503
1,00045740943795	0,998054320088468
1,00031238997998	1,00204751391774
1,00033650308648	1,00041869764950
1,00074125133906	0,99896446104702
0,997618563340183	0,99989387004479
1,00002614464458	1,00092514316887
1,00265209619687	1,00111054186984
0,99979126329483	1,00140105512875
0,999229985962228	0,998383915398733
0,999781160866586	1,00000620399268
0,998950706027995	0,999850324647524
1,0004450937113	0,999592443985106
0,999772724121906	0,999168449820004
1,00008098133786	1,00238626762248
0,99954091104551	1,00125177430774
0,999389191250746	1,00078557142982
1,00044770373521	1,00053443510976
0,998809270158865	0,998366989006471
1,00011033281607	1,00117204028636
0,999139281679136	1,00104457033248
1,00028162466726	1,00049851161121
0,999110881048305	1,00095240488353
0,999049763658498	0,999095264005624
1,00004664096245	1,00054720223198
1,00146271855692	0,999947852514555
0,99987688184088	0,999936031657248
0,9991096493023	0,99880807120092
1,00073288555492	1,00079108516975
0,999813808866732	0,999647283502174
1,00010890225634	0,997995500297225
0,998243911575406	1,00015602251482
0,998859831176516	0,997012639765203
0,999959359753927	1,00049452444330
0,99938783037799	0,999345403113628
0,999351901506852	0,9994284117481
0,998471130083091	1,00021660516665
0,998818601568145	1,00116215306790
1,00154207085249	0,99855821503468
1,00138461221114	1,00107672196561
1,00060856393836	1,00121989372151
1,00050434935363	0,999959898143732
0,999403636260208	0,998475353486334
1,00054180479177	1,00154192176999
0,99996786884378	1,00024096777325
0,999090394877246	0,999268087302639
0,997821987284691	0,999739781242424
1,00320729433618	1,00073076116217
0,999586721663344	0,99942426159073
0,99999915213491	1,00126147566761
0,999874868922787	1,00015752103857
1,00008018414769	1,00139399739578
1,00118496671105	0,999038291539188
0,99968211352884	0,99958123947987
1,00071852694457	0,999459987705137
1,00049845274894	0,999478727035761
1,00057125444843	1,00054474857394
1,00078124504003	1,00097062682861
1,00007585808764	0,999710640984673
0,999877288511376	1,00009283510582
0,999695589845892	1,00128638800512
0,999665576792734	0,99866702236639
1,00196124731685	0,998944947198464
0,999333274181958	1,00055698217845
0,999810328113095	1,00063356795756
0,999521887395224	0,999592166852543
1,00127674322327	0,999756203066334
